filename,image_id,split
BloodImage_00398.jpg,398,train
BloodImage_00374.jpg,374,train
BloodImage_00303.jpg,303,train
BloodImage_00232.jpg,232,train
BloodImage_00190.jpg,190,train
BloodImage_00045.jpg,45,train
BloodImage_00249.jpg,249,train
BloodImage_00221.jpg,221,train
BloodImage_00293.jpg,293,train
BloodImage_00117.jpg,117,train
BloodImage_00056.jpg,56,train
BloodImage_00001.jpg,1,train
BloodImage_00052.jpg,52,train
BloodImage_00088.jpg,88,train
BloodImage_00236.jpg,236,train
BloodImage_00036.jpg,36,train
BloodImage_00297.jpg,297,train
BloodImage_00100.jpg,100,train
BloodImage_00055.jpg,55,train
BloodImage_00298.jpg,298,train
BloodImage_00273.jpg,273,train
BloodImage_00013.jpg,13,train
BloodImage_00354.jpg,354,train
BloodImage_00097.jpg,97,train
BloodImage_00308.jpg,308,train
BloodImage_00196.jpg,196,train
BloodImage_00403.jpg,403,train
BloodImage_00158.jpg,158,train
BloodImage_00345.jpg,345,train
BloodImage_00392.jpg,392,train
BloodImage_00359.jpg,359,train
BloodImage_00275.jpg,275,train
BloodImage_00057.jpg,57,train
BloodImage_00053.jpg,53,train
BloodImage_00204.jpg,204,train
BloodImage_00220.jpg,220,train
BloodImage_00408.jpg,408,train
BloodImage_00218.jpg,218,train
BloodImage_00199.jpg,199,train
BloodImage_00063.jpg,63,train
BloodImage_00050.jpg,50,train
BloodImage_00267.jpg,267,train
BloodImage_00285.jpg,285,train
BloodImage_00021.jpg,21,train
BloodImage_00352.jpg,352,train
BloodImage_00189.jpg,189,train
BloodImage_00311.jpg,311,train
BloodImage_00222.jpg,222,train
BloodImage_00332.jpg,332,train
BloodImage_00386.jpg,386,train
BloodImage_00291.jpg,291,train
BloodImage_00347.jpg,347,train
BloodImage_00174.jpg,174,train
BloodImage_00152.jpg,152,train
BloodImage_00176.jpg,176,train
BloodImage_00110.jpg,110,train
BloodImage_00095.jpg,95,train
BloodImage_00371.jpg,371,train
BloodImage_00246.jpg,246,train
BloodImage_00141.jpg,141,train
BloodImage_00410.jpg,410,train
BloodImage_00020.jpg,20,train
BloodImage_00219.jpg,219,train
BloodImage_00076.jpg,76,train
BloodImage_00120.jpg,120,train
BloodImage_00304.jpg,304,train
BloodImage_00391.jpg,391,train
BloodImage_00113.jpg,113,train
BloodImage_00226.jpg,226,val
BloodImage_00177.jpg,177,val
BloodImage_00367.jpg,367,val
BloodImage_00047.jpg,47,val
BloodImage_00058.jpg,58,val
BloodImage_00092.jpg,92,val
BloodImage_00279.jpg,279,val
BloodImage_00390.jpg,390,val
BloodImage_00257.jpg,257,val
BloodImage_00384.jpg,384,val
BloodImage_00362.jpg,362,val
BloodImage_00082.jpg,82,val
BloodImage_00184.jpg,184,val
BloodImage_00379.jpg,379,val
BloodImage_00065.jpg,65,val
BloodImage_00206.jpg,206,val
BloodImage_00261.jpg,261,val
BloodImage_00172.jpg,172,val
BloodImage_00099.jpg,99,val
BloodImage_00132.jpg,132,val
BloodImage_00289.jpg,289,val
BloodImage_00266.jpg,266,val
BloodImage_00228.jpg,228,val
BloodImage_00281.jpg,281,val
BloodImage_00404.jpg,404,val
BloodImage_00005.jpg,5,val
BloodImage_00156.jpg,156,val
BloodImage_00003.jpg,3,val
BloodImage_00338.jpg,338,val
BloodImage_00044.jpg,44,val
BloodImage_00243.jpg,243,val
BloodImage_00083.jpg,83,val
BloodImage_00048.jpg,48,val
BloodImage_00405.jpg,405,val
BloodImage_00022.jpg,22,val
BloodImage_00407.jpg,407,val
BloodImage_00017.jpg,17,val
BloodImage_00035.jpg,35,val
BloodImage_00318.jpg,318,val
BloodImage_00195.jpg,195,val
BloodImage_00015.jpg,15,val
BloodImage_00381.jpg,381,val
BloodImage_00325.jpg,325,val
BloodImage_00024.jpg,24,val
BloodImage_00382.jpg,382,val
BloodImage_00356.jpg,356,val
BloodImage_00007.jpg,7,val
BloodImage_00274.jpg,274,val
BloodImage_00009.jpg,9,val
BloodImage_00330.jpg,330,val
BloodImage_00223.jpg,223,val
BloodImage_00161.jpg,161,val
BloodImage_00180.jpg,180,val
BloodImage_00310.jpg,310,val
BloodImage_00400.jpg,400,val
BloodImage_00396.jpg,396,test
BloodImage_00259.jpg,259,test
BloodImage_00062.jpg,62,test
BloodImage_00135.jpg,135,test
BloodImage_00335.jpg,335,test
BloodImage_00233.jpg,233,test
BloodImage_00026.jpg,26,test
BloodImage_00265.jpg,265,test
BloodImage_00164.jpg,164,test
BloodImage_00041.jpg,41,test
BloodImage_00016.jpg,16,test
BloodImage_00071.jpg,71,test
BloodImage_00224.jpg,224,test
BloodImage_00336.jpg,336,test
BloodImage_00369.jpg,369,test
BloodImage_00104.jpg,104,test
BloodImage_00103.jpg,103,test
BloodImage_00344.jpg,344,test
BloodImage_00240.jpg,240,test
BloodImage_00032.jpg,32,test
BloodImage_00342.jpg,342,test
BloodImage_00068.jpg,68,test
BloodImage_00078.jpg,78,test
BloodImage_00251.jpg,251,test
BloodImage_00077.jpg,77,test
BloodImage_00124.jpg,124,test
BloodImage_00059.jpg,59,test
BloodImage_00081.jpg,81,test
BloodImage_00337.jpg,337,test
BloodImage_00125.jpg,125,test
BloodImage_00126.jpg,126,test
BloodImage_00307.jpg,307,test
BloodImage_00147.jpg,147,test
BloodImage_00395.jpg,395,test
BloodImage_00378.jpg,378,test
BloodImage_00090.jpg,90,test
BloodImage_00409.jpg,409,test
BloodImage_00355.jpg,355,test
BloodImage_00214.jpg,214,test
BloodImage_00387.jpg,387,test
BloodImage_00086.jpg,86,test
BloodImage_00397.jpg,397,test
BloodImage_00133.jpg,133,test
BloodImage_00000.jpg,0,test
BloodImage_00163.jpg,163,test
BloodImage_00227.jpg,227,test
BloodImage_00144.jpg,144,test
BloodImage_00139.jpg,139,test
BloodImage_00295.jpg,295,test
BloodImage_00255.jpg,255,test
BloodImage_00242.jpg,242,test
BloodImage_00252.jpg,252,test
BloodImage_00112.jpg,112,test
BloodImage_00339.jpg,339,test
BloodImage_00309.jpg,309,test
